,job_title,company,location,job_summary
154,"AI Research Scientist, Self Driving (TOR)",Uber,"Toronto, ON","at uber, we ignite opportunity by setting the world in motion. we take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world.

we welcome people from all backgrounds who seek the opportunity to help build a future where everyone and everything can move independently. if you have the curiosity, passion, and collaborative spirit, work with us, and let’s move the world forward, together.
about the role

at atg, research scientists create the next generation of artificial intelligence algorithms to help uber improve the lives of millions of people worldwide. you will collaborate and exchange research ideas with our current team, which includes world-renowned scientists specializing in deep learning, computer vision, and self-driving. you will also interact with the international research community by publishing research papers and attend conferences. we value original, high-impact ideas and rigorous experimental validation. both senior and junior scientists are welcome to apply.
what you’ll do
design, implement, train, and optimize novel algorithms that run at extremely low-latency on self-driving uber vehicles and various production systems
utilize large datasets of of various sources, including raw sensor data such as lidar, using large gpu compute clusters
collaborate cross-functionally with research and engineering teams at uber and communicate your work to colleagues and management
write patents and submit publications to top machine learning, computer vision, and robotics conferences

what you'll need

a degree in a machine learning related discipline - positions are available at the phd, ms, and bs levels
a very strong quantitative background
excellent software development skills in c/c++ and/or python
knowledge of machine learning commensurate with education/experience level and a strong publication record as relevant to education level
excellent presentation and communication skills
machine learning areas of special interests include: cnns, rnns, distributed gpu computing, detection, prediction, motion planning, mapping and localization

about the team

at atg, we are ambitious, engaged and excited about transforming the way the world moves. with locations in pittsburgh, san francisco, and toronto, the advanced technologies group is comprised of uber’s self-driving engineering team dedicated to self-driving technologies, mapping, and vehicle safety. our teams are passionate about developing long-term technologies that advance uber’s mission of bringing safe, reliable transportation to everyone, everywhere.

at uber, we believe technology has the power to make transportation more efficient, accessible, and safer than ever before. self-driving technology has the potential to make these benefits an everyday reality for our customers, but it’s not going to happen overnight. building best-in-class self-driving technology will take time, and safety is our priority every step of the way. operating inclusively and transparently, while displaying responsible behavior in a structured development are critical to safety. we at atg seek candidates who will role model these values.

we are a group of diverse researchers, engineers, and computer scientists working to develop perception algorithms for self-driving vehicles. reliability and scalability are key drivers for us as our software must perform across a large fleet of vehicles in large and diverse operating areas."
155,Sr. Data Scientist,Loblaw Companies Limited,"Brampton, ON","lieu:
1 presidents choice circle, brampton, ontario, l6y 5s5
c’est toute une décision que de se joindre à une entreprise. nous offrons des perspectives d’emploi à des personnes qui, comme vous, sont travaillantes, dynamiques et fiables.
pourquoi ce role est-il important?
are you at the top of your game? bring your expertise and knowledge to canada’s largest retailer. we are looking for smart, nice and curious team members to help bring our data, insights & analytics game to the next level. this is an exciting time to join our team – we are changing the game in a big way!
if you are looking to join a company that offers unlimited opportunity, excellent leadership, world-class training and makes a big impact on the community – this is the role you’ve been waiting for!
the data, insights & analytics team at loblaw is hiring a senior data scientist with experience in automation and problem solving. reporting to the director, operational analytics, the incumbent will be responsible for assisting the director in leading the team, conducting analysis and developing production-ready models and solutions to help reduce costs and improve operational store performance.
the successful candidate will have experience with identifying needs and creating process improvement solutions, working with multiple stakeholders and maintaining collaborative relationships with business partners. the candidate should have solid working knowledge of python programming language, machine learning and process automation. the candidate will be a self-starter who has passion for providing various ways to improve effectiveness within the business.
what you'll do:
meet with various business units to understand their existing processes and identify areas of opportunities and improvement
guide junior analysts in their daily work
prepare and extract data using sql
create python programs and machine learning models to solve business needs
strictly adhere to legal and compliance guidelines; regarding access and exposure to sensitive and confidential information
what you'll bring:
university degree or masters degree in an analytical field of study (e.g. engineering, mathematics, business analytics, finance, computer science )
3-5 years experience in an analytical role working with large data sets and analytic tools
3-5 years experience with sql
3-5 years experience with python
1-3 years experience with scikit-learn, keras / tensorflow
data mining experience working with a large relational customer database
superb analytical and conceptual thinking skills; to not only manipulate but also derive meaningful interpretations from data
ability to take initiative, multi-task and work in a fast-paced environment
capability to liaise with all levels across the enterprise on projects and ad-hoc requests
strong detail orientation is essential in this role
a team player and self-starter
what you can expect:
we are a team of diverse and ambitious analysts, who cultivate a friendly and inclusive work environment where you can be yourself. our employees’ development is at the core of our business, offering endless possibilities for growth, learning and mobility. let us help grow your skills through one of our many resources including the loblaw virtual learning centre, where you have access to hundreds of learning tools, or through casual coffee chats with our leaders who were once in your shoes.
other perks of joining loblaw:
competitive compensation and benefits package
office with incredible amenities including an on-site gym, volleyball court and basketball court (turned ice rink in the winter!)
a flexible work environment which values balance
colleague discount program
tuition reimbursement program
employee share ownership plan
pension plan
if the above sounds like a great fit, then we would love to hear from you! apply today, and get the process started. if you meet the above requirements, expect a call from one of our recruiters, followed by an in-person interview. our recruitment process will allow you to meet and interact with colleagues at various levels of our business to give you a great perspective of life at loblaw.


we thank all candidates for their interest but please note, those candidates who meet the minimum requirements for the position will be contacted.
comment r é ussir:
chez loblaw, nous recherchons toujours des personnes formidables pour continuellement renforcer notre culture. nous croyons que les gens formidables façonnent nos valeurs, sont authentiques, bâtissent la confiance et créent des liens.
si cela vous ressemble et que vous êtes ouvert d’esprit, que vous avez une bonne attitude face aux changements et que vous aimez les défis d’un environnement de travail aux détails dynamiques, postulez aujourd’hui.
en outre, nous croyons que la conformité aux lois consiste à faire ce qu'il faut. le respect de la loi fait partie de notre code de conduite; il renforce ce que nos clients et nos parties prenantes attendent de nous.
type d'emploi:
temps plein
role:
poste régulier
loblaw considère que la diversité culturelle du canada est une source de fierté nationale et un symbole de force. nous nous sommes donné comme priorité de refléter la diversité croissante du canada dans les produits que nous vendons, les gens que nous embauchons et notre culture d’entreprise. des accommodements sont disponibles sur demande pour les postulants et collègues atteints d’un handicap.
remarque : si vous avez accès à libre-service de l’employé (ess) dans workday, veuillez postuler à cet emploi en utilisant l’application workday."
156,Data Science Consultant,Accenture,"Toronto, ON","role: data scientist
location: toronto & montreal
accenture digital: applied intelligence

accenture digital
the digital revolution is changing everything, transforming how we work and play. are you reacting to the disruption each day or are you leading the way as a digital disrupter? accenture digital is driving these exciting changes and bringing them to life across 40 industries in more than 120 countries. at the forefront of digital, you’ll create it, own it and make it a reality for clients looking to better serve their connected customers and operate always-on enterprises. join us and become an integral part of our experienced digital team with the credibility, expertise and insight clients depend on.

accenture applied intelligence
applied intelligence is our unique approach to combining ai with data, analytics and automation under a bold strategic vision to transform your business – not in silos, but across every function and every process, at scale. applied intelligence helps you maximize your existing investments and then extend new technologies across your business. with more than 6,000 deep ai experts and 3,000 data scientists, plus the flexibility to work with almost any technology partner, we can help you evaluate, maximize and scale opportunities as they arise – just one reason why 100% of industry analysts consider us among their category leaders.

we are:
a great day for us? solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. we believe a mix of data, analytics, automation, and responsible ai can do almost anything—spark digital metamorphoses, widen the range of what humans can do, and breathe life into smart products and services. want to join our crew of sharp analytical minds?

you are:
an expert at solving real-world challenges with data, ai/ml and creativity. yes, creativity! you know the theory and you have hands-on expertise from studies, experience or self-taught projects. and you’re all about helping clients turn data into value.

the work:deliver insights using advanced analytics and ai/mlunderstand client needs and create solutionsstay abreast of technology trends in ai/mlprovide thought leadership for projects and leading technologies

here’s what you need:at least 5 years capturing, assessing and making recommendations, including reviewing data for completeness and consistency, analyzing, interpreting and story-telling with dataat least 2 years running ai/ml models, including predictive systems, natural language understanding, optimization, vision analytics, classical machine & deep learningat least 2 years working with data science tools, including python, r, scala, sas, flask, shiny and dashat least 2 years embracing challenges with data science lifecycle in a commercial setting

bonus points if:graduate degree in data science or related disciplines, including mathematics, statistics, computer science, economics, engineering, physics or related fieldsa blend of data science capability, industry & consulting expertise to create value and insights for clientsfamiliarity with cloud services (aws, gcp, azure) and big data tools (hadoop, hive, spark)ability to technically lead small teams, work across industry and with cross-functional organizationsdrive to learn and master new technologies and techniques

accenture does not discriminate on the basis of race, religion, color, sex, age, non-disqualifying physical or mental disability, national origin, sexual orientation, gender identity or expression, or any other basis covered by local law. accenture is committed to providing employment opportunities to current or former members of the armed forces.

we are committed to employment equity. we encourage all people, including women, visible minorities, persons with disabilities and persons of aboriginal descent to apply.

it is currently our objective to assign our people to work near where they live. however, given the nature of our business and our need to serve our clients our employees must be available to travel when needed."
157,Research Analyst I,SickKids,"Toronto, ON","reporting to the senior scientist/program head, the research analyst i is responsible for developing and implementing innovative and effective solutions to defined scientific and technical challenges faced by researchers at sickkids. the research analyst i facilitates scientific creativity and productivity by aiding the adoption of advanced technical research techniques and leveraging overlaps between various research projects, both internal and external to sickkids.
job duties will include but not be limited to:
design, development and implementation of software, scripts, mri/meg pipelines for collection, processing, analysis and visualization of neuroimaging data
consultation with respect to experimental design, methodology, analysis and statistics related to neuroimaging studies
original research, leading to publications, based on existing and future neuroimaging data (mri and/or meg)
ongoing research into new developments and state-of-the-art analysis techniques within one or more areas of neuroimaging
basic first-response maintenance of lab computer systems and networking
direction and management of student projects
qualifications:
required
undergraduate degree in engineering, physics, or math with work experience
image / signal processing, mathematical modeling, statistical analysis (matlab or similar)
strong programming skills (c, python, perl or similar)
ability to function independently, yet collaboratively within a multi-disciplinary team
ability to manage competing demands and deadlines with minimal supervision
excellent oral and written communication skills
preferred
work experience in an engineering or research environment
knowledge of mri and meg
neuroimaging experience
linux and network administration
interest in psychology, neuroscience and biological systems
experience working with children
employment type
temperary fixed term; one year contract with modified benefits and the possibility of renewal, 35 hours per week (1.0 fte)"
158,"Research Scientist, Alexa Speech","AMZN CAN Fulfillment Svcs, ULC","Toronto, ON","master’s degree in a relevant field3+ years experience with various data analysis and visualization toolsexperience in perl, python, or another scripting language; command line usageexperience with various machine learning techniques and parameters that affect their performance

interested in amazon echo? we’re building the speech and language solutions behind amazon echo and other amazon products and services. come join us!

as a research scientist in our alexa hybrid engine team, you will be responsible for data-driven improvements to our spoken language understanding models. your work will directly impact our customers in the form of products and services that make use of speech and language technology.

you will:
ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.clean, analyze and select data to gauge customer experiencebuild and release models that elevate the customer experience and track impact over timecollaborate with colleagues from multidisciplinary science, engineering and business backgrounds.present proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisionswork with engineers to develop efficient data querying and modeling infrastructure for both offline and online use cases

phd in a relevant fieldexperience in building speech recognition and natural language processing systems (e.g. commercial speech products or government speech projects)solid machine learning background and familiar with standard speech and machine learning techniques.scientific thinking and the ability to invent, a track record of thought leadership and contributions that have advanced the fieldsolid software development experiencegood written and spoken communication skills.
to learn more about the digital products team at amazon, visithttp://www.amazon.com/careers/digitalproducts and apply now.

amazon is an equal opportunity-affirmative action employer - female/minority/disability/veteran/gender identity/sexual orientation"
159,Environmental Scientist,Gannett Fleming,"Toronto, ON","at gannett fleming, we believe in improving the lives of the people we serve. we believe in innovation and social responsibility. we believe in the diversity of our team and the creative solutions they provide. we believe in embracing change and emerging technologies while maintaining an unmatched standard of quality. we believe in creating an environment where employees can thrive at home and at work. we believe in engaging our employees, building lasting relationships with our clients, and, in turn, making a difference in the world.

excellence delivered as promised. it’s more than a slogan. it’s our standard. it’s the expectation we place upon ourselves as individuals and as a company. it represents our commitment to our valued clients, industry partners, and employees. it’s our earnest pledge to do what we say. it’s the core of who we are as a firm and the foundation upon which all of our relationships and projects are built.

gannett fleming’s environmental compliance and remediation team provides advanced technical consultation, funding, strategy implementation, field services, engineering, and permitting. our environmental management and natural resources professionals provide comprehensive services for natural resource identification, avoidance, and minimization of impacts, as well as mitigation and restoration planning, design, and construction.
what you will do

gannett fleming is looking for an environmental scientist to oversee, manage and conduct environmental site investigations/remediations for clients from various sectors including transit, transportation, power and government agencies.

overview of your role:

conduct phase i and ii environmental site assessments in accordance with canadian standards association (csa) standards
plan, manage, and execute large-scale due diligence/contaminated site assessment programs for transit and transportation projects, including phase i/ii esasbe proficient with procedures and environmental regulatory requirements of the ministry of environment, conservation and parks and ontario regulation 153/04, as amended
be proficient with csa z768-01 (r2016), csa z769-00 (r2018) and able to meet client specific requirements
be able to perform property condition assessments (pcas)
ability to lead and manage project work from a schedule and budget perspective prepare environmental compliance plans, reports, and regulatory submissions including permit applications and supporting documentation, as applicable
analyze data and author technical deliverables/reporting
apply the best available science and remedial engineering practicesmeet definition of environmental professional based on education, training or experience
assist in managing client relationships, and new client development to expand the scope of our existing services including proposal preparation
minimum qualifications
bachelor’s degree (or higher) in a relevant discipline such as environmental engineering, contaminant hydrogeology, geology, or environmental science; we value a multi-disciplinary approach to our work
7-10 years of experience in environmental consulting in ontario
aptitude and a good track record for project management with excellent attention to detail and problem solving
successful candidate must be self-motivated, detail-oriented, and able to collaborate with a team
strong data evaluation, reporting and verbal communication skills
willing to travel, including at remote project sites, as required by the scope of the project
eligibility for (or existing) professional registration with peo/p. eng. is preferred
life at gannett fleming

for more than 100 years, we’ve been a leader in global infrastructure solutions with a focus on planning, design, technology, and construction management services for a diverse array of markets and disciplines. across more than 60 offices, 2,500+ highly qualified professionals are united in an unyielding commitment to deliver excellence to every client and every project, every day.

gannett fleming is an equal opportunity/affirmative action employer. all qualified candidates will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veterans status or other characteristics protected by law.

gannett fleming will not sponsor an employment visa (e.g., h-1b visa), including any visa renewal during employment, for any candidate for this position. no relocation assistance will be provided for this position. local residents will be given preference.

no agencies please: unsolicited resumes from third party agencies will not be accepted.

location: toronto, canada
working hours: 8 am – 5 pm
employment status: full-time
internal requisition id:"
160,"Research Scientist, Google AI",Google,"Toronto, ON","note: by applying to this position your application is automatically submitted to the following locations: montreal, qc, canada; toronto, on, canada
minimum qualifications:

phd in computer science, related technical field, or equivalent practical experience.
experience in natural language understanding, computer vision, machine learning, algorithmic foundations of optimization, data mining or machine intelligence (artificial intelligence).
programming experience in one or more of the following: c, c++, python.
experience contributing to research communities and/or efforts, including publishing papers in machine learning venues (e.g: jmlr, iclr, nips, icml, acl and cvpr).

preferred qualifications:

relevant work experience, including full time industry experience or as a researcher in a lab.
developed publication record.
ability to design and execute on research agenda.
about the job
we do research differently here at google. our team of research scientists aren't cloistered in a secret lab but are embedded throughout the engineering organization, allowing them to setup large-scale tests and deploy promising ideas quickly and broadly. ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world. from creating experiments and prototyping implementations to designing new architectures, research scientists work on real-world problems including artificial intelligence, data mining, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more. but you stay connected to your research roots as an active contributor to the wider research community by partnering with universities and publishing papers.
research scientists at google work closely with software engineers to discover, invent, and build at the largest scale. ideas may come from internal projects as well as from collaborations with researchers at partner universities and technical institutes all over the world. from creating experiments and prototyping implementations to designing new learning algorithms, research scientists work on challenges in machine perception, data mining, machine learning, and natural language understanding. as a google research scientist, you will continue to be an active contributor to the wider research community by collaborating with academic researchers and by publishing papers.

the google ai team’s research focuses on methods that can learn multiple layers of rich, non-linear feature extractors and can scale to large amounts of data. much of our work is best understood as part of the deep learning subfield of machine learning, but we are interested in any methods capable of efficient and effective feature learning that get good results on challenging problems. we have resources and access to projects impossible to find elsewhere. our broad and fundamental research goals allow us to collaborate closely with and–contribute uniquely to–many different product teams across the company.
there is always more information out there, and the research and machine intelligence team has a never-ending quest to find it and make it accessible. we're constantly refining our signature search engine to provide better results, and developing offerings like google instant, google voice search and google image search to make it faster and more engaging. we're providing users around the world with great search results every day, but at google, great just isn't good enough. we're just getting started.
responsibilities
participate in cutting edge research in machine intelligence and machine learning applications.
develop solutions for real world, large scale problems.
at google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. google is proud to be an equal opportunity workplace and is an affirmative action employer. we are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or veteran status. we also consider qualified applicants regardless of criminal histories, consistent with legal requirements. see also google's eeo policy and eeo is the law. if you have a disability or special need that requires accommodation, please let us know by completing this form."
161,Data Scientist - Engineering,Capital One,"Toronto, ON","161 bay street (93021), canada, toronto,toronto, ontario,
at capital one, we’re building a leading information-based technology company. still founder-led by chairman and chief executive officer richard fairbank, capital one is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. we measure our efforts by the success our customers enjoy and the advocacy they exhibit. we are succeeding because they are succeeding.

guided by our shared values, we thrive in an environment where collaboration and openness are valued. we believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. we elevate each other and obsess about doing the right thing. our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. together, we are on a quest to change banking for good.
data scientist - engineering
job description
at capital one, data is at the center of everything we do. when we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a fortune 200 company and a leader in the world of data-driven decision-making.
as a data scientist at capital one, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in distributed computing technologies and operating across billions and billions of customer transactions to unlock the big opportunities that help everyday people save money, time, and frustration in their financial lives.
on any given day, you could be:
writing software to clean and investigate large, messy data sets of numerical and textual data
integrating with internal and external data sources and apis to help uncover new trends and improve analysis
developing highly scalable data pipelines, tools, and products to enable the analyst community to fully leverage the power of aws
streamlining the deployment and maintenance of machine learning models by facilitating efficient model updates and creating robust operational monitoring.
investigating the impact of new technologies on the future of digital banking and the financial world of tomorrow
the ideal candidate will be:
curious: you ask why, you explore, you’re not afraid to blurt out your disruptive idea. you probably know python, scala, or java and are constantly exploring new open source tools, and hitting up stack overflow on a regular basis.
a wrangler: you know how to programmatically extract data from a database and an api, bring it through a transformation or two, and convert into a human-readable form (matplotlib, d3 visualization, tableau, etc.).
a stickler for good software: you have a reverence for devops and don’t consider any piece of code complete without a thorough testing suite.
creative: big, undefined problems and petabytes of data don’t frighten you. you’re used to working with abstract data and you love discovering new narratives in unmined territories.
proactive: you will want to share your knowledge with your peers and contribute back to inner/open source projects which you might consume.
benefits
your choice of hardware - latest macbook pro or hp elitebook and all the monitors you want!
with manager approval, you can travel to a conference of your choice annually (senior+) - pycon, pydata, aws re:invent, kdd, etc.
various internal training opportunities across our us and canada locations
$5000/yr education budget
flexible work hours, dress code and environment
twenty-five years after capital one was started it’s still led by its founder. be ready to join a community of the smartest people you’ve ever met, who see the customer first, and want to use their data skills to make a difference.
basic qualifications:
bachelor’s degree in a quantitative field
at least 1 year of experience writing unit tests and integrating with cicd tools (jenkins, circleci, etc...)
at least 1 year of experience in open source programming languages for large scale data analysis (python, scala, or java)
at least 1 year of experience with version control system like git and github.
at least 1 year of experience with relational databases and programming in sql
preferred qualifications:
master’s degree or phd
experience working with aws (ec2, s3, lambda, rds, etc.)
experience working with advanced git workflows (pull requests, code reviews, issues, and branching)
understanding of machine learning or predictive models (scikit-learn, h2o, xgboost, or tensorflow) workflows
at least 3 years’ experience in python
at least 3 years’ experience with sql
capital one canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. we consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.
if you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact capital one recruiting at 1-800-304-9102 or via email at recruitingaccommodation@capitalone.com. all information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.
for technical support or questions about capital one's recruiting process, please send an email to careers@capitalone.com
capital one does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.
capital one financial is made up of several different entities. please note that any position posted in canada is for capital one canada, any position posted in the united kingdom is for capital one europe and any position posted in the philippines is for capital one philippines service corp. (copssc)."
162,Data Scientist,Proex Inc,"North York, ON","data scientist
(4-month contract)
toronto, on
pharmaceutical manufacturing

your task:
write algorithms on anomaly detection
your background:
manufacturing would be the ideal, but finance experience is also of interest (writing algorithms for fraud prevention is a good parallel to the type of anomaly detection that is required for this assignment)
pharma experience would be an asset, but not necessary.

[alten-email email=heather@proex.ca]"
163,Senior Data Scientist - Game,Prodigy Game,"Burlington, ON","who we are:

prodigy education connects students, parents, teachers and school districts with resources that promote a lifelong love of learning. anyone with an internet connection is welcome to create a free account and try the most effective and engaging k-8 math platform in the world. our business model helps us connect with youth around the world, with over 50 million students now voluntarily practicing math every single day — and enjoying it! we believe the entire community that surrounds a student plays a part in their success as a learner. for that reason, prodigy education uniquely empowers parents, teachers, and schools by providing curriculum-aligned tools, performance reports, and even partnerships. at prodigy education, we have an incredible team that works tirelessly to turn our goal of making education a human right into a reality. we are immensely grateful for our amazing team and all they do every day.

in the last eight years, prodigy education has gone from 3,000 local users to over 50,000,000 worldwide, and is currently the fastest-growing educational startup in north america! we have always been popular in north america but have expanded into the uk, australia and recently opened our first office in india. 2018 proved to be a big year for us. we are proud to have been named the fastest-growing software company in canada by canadian business, as well as selected to be on the list of the most sought-after startups in canada by linkedin. prodigy's incredible growth was recognized by deloitte with a triple-award win by placing in canada's technology fast 50 and the north american fast 500 rankings, in addition to being honoured with a leadership award for our deep commitment to innovation and advancement within the industry.

we welcome people who share our passion to join our team, where you will have the opportunity to help an entire generation of students to love learning, while working alongside some of the brightest and most passionate people in the industry.

we are looking for enthusiastic problem-solvers to join our growing data teams. you will have the chance to apply your data science and engineering skills to help kids learn and help our development and customer teams to make better decisions.

our data teams are responsible for data ingestion, transformation, analysis, and visualization using our business intelligence and analytics infrastructure. you will be working alongside many of our teams to help build and manage data pipelines, and create reports and visualizations to help drive crucial decisions. you’ll be tackling open challenges like assessing skill mastery and gaps, partnering humans with machines to teach effectively, and making a freemium business model achieve both educational and financial outcomes. the work you do here at prodigy will aid the educational advancement of millions of students.
your impact:
apply your analytics and data science expertise to better serve our users
create and manage key data pipelines, including developing new solutions for batch and real-time data and analytics use cases
work cross-functionally to explore and propose solutions to business problems using insights from data and algorithms
who you are:
demonstrated ability to do data science, data engineering, and / or user analytics
passion and persistence for solving hard problems
degree in engineering, computer science, stats, mathematics, or related quantitative discipline, followed by graduate degree or 2 years of equivalent experience
experience in requirements analysis, design, implementation, and testing of software solutions (especially data related using python, r, or similar programming languages)
experience with relational databases and sql
ability to oversee and work simultaneously on different projects with a variety of timelines
a team and customer centric mindset
love for our mission of helping kids everywhere enjoy learning
bonus points for:
demonstrated ability to solve hard mathematical, algorithmic, and statistical problems
experience with applied machine learning and ai techniques
experience working with cloud platforms like aws, real-time data processing, and agile software development
drive to understand key issues and subtleties in complex systems
significant accomplishments that required both technical and strategic capabilities, such as research projects, open source software contributions, and entrepreneurship
what we offer:
full health benefits (from day one!)
gym & learning fund
flexible hours
stock options
snacks & coffee
games & ping pong
we are an equal opportunity employer and are committed to providing employment accommodation in accordance with the ontario human rights code and the accessibility for ontarians with disabilities act, 2005 (aoda). prodigy game will provide accommodations to job applicants with disabilities throughout the recruitment process. if you require an accommodation, please notify us and we will work with you to meet your needs."
164,Data Scientist,Indeed Prime,"Toronto, ON","indeed prime is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.
with one application you can be considered for thousands of tech roles from leading companies on indeed prime.

how indeed prime works
we find out what's important to you and match you with your dream job
get started – complete a 5-minute application to be considered for roles at hundreds of leading companies
get matched – companies apply to you with opportunities that reflect your role, location and salary specifications
get career coaching – level up with free 1:1 coaching, our team will make sure you're ready to tackle any interview
get your dream job

skills and requirements
we look for top tech talent to join the indeed prime platform. each candidate is reviewed on the following to make sure you're a good fit for our network

in demand skills
from strong communication skills to experience with the latest technologies, you have what employers are looking for

stand out qualities
you bring unique qualities and traits that stand out and make an impact

change ready
you are ready for a career changes and will be responsive to employers who reach out with job opportunities

get matched with top tech companies on indeed prime!"
165,Data Scientist (Maternity Leave replacement),ruby Life Inc.,"Toronto, ON","your next opportunity is with usruby is a global technology company that is home to the world’s most unique dating web sites. like relationships, ruby is complex and multifaceted. ashley madison, the flagship brand of ruby, is revolutionizing the way millions of people located around the world connect and meet. as a canadian technology company driven by analytics and user centric design, we care about our customer experience and are continuously looking for ways to make it better!life is short, be agile and step out of the box. does the idea of working creatively every day with the ability to dig deeper and solve huge problems intrigue you? do you envision yourself working with smart people in a collaborative, fast-paced, environment using the latest technology tools? have you always dreamed about working for a company where you can apply your great talents and continue to learn and grow throughout your career? if you answered “yes” to all of these questions then ruby is the place for you!we work hard, play hard and have fun. we foster a culture where you can be yourself and where diversity of thought and opinion is expected.data scientisthere's what you'll dodevelop custom ad-hoc queries to extract and manipulate raw data from various databasework with relational database (sql server) & nosql database structurebuild complex data models and machine learning implementations by intensive programming in python.work with big data framework such as apache spark, hadoop etc. to distill actionable insights from billions of data recordsdevelop and produce automated reports for stakeholders and ad-hoc reporting for business.design a/b test experiments and analyze outcomes, user behavioral data, and marketing campaign effectiveness, and making recommendations to improve user site experience.solicit information from stakeholders to understand the needs of their various organizationsexecute quantitative analyses that translate data into actionable insights. provide analytical and data-driven decision-making support for key projectscommunicate clearly and effectively to stakeholders who do not understand data, statistical methods, or statistical conclusionsdeliver timely responses to stakeholders and interpretations to drive business decisionsprovide training, guidance, and work leadership to new/less-experienced data analystslocate and define new analytic process opportunities for improvement.lead independent analytical research projectshere's what you'll needdegree in statistics, mathematics, computer science or engineering or equivalentphd degree with work experience to be considered as senior levelintermediate level - 5+ years’ related work experience.proficient in python programming and machine learning frameworks (e.g. tensorflow, keras, caffe)strong analytical skills and applied mathematical background.ability to develop custom sql queries to extract and manipulate raw data from databaseexperience working with relational database (sql server) & nosqlresponsible for a full data processing cycle, including extracting data from large data bases, preparation of data for analyses (i.e. data cleaning),data integrity checking, deriving additional measures to be used for analysis, and preparing written documentation regarding data specifications.solid knowledge of applied statistics, such as experimental design, regression, time series forecasting methodologies.strong verbal and written skills for delivering data driven insights to non-technical audiencesdeep understanding of machine learning algorithms and statistical modelling; and their application to gain data insights and draw actionable recommendations.ability to mentor and manage tasks for junior analysts.expert level of data visualization techniquesability to lead analytic project from planning to execution.here’s what we provide: an aggressive compensation package and plus incentive commission planwe are conveniently located just steps from the ttc subwaythe opportunity to work with brilliant people in an entrepreneurial, forward thinking environmentfriday mixer every weekfree company lunch every 2 weeksfree company breakfast every fridayincredible social events.qualified candidates should send a resume, cover letter to us. in the email subject line please reference ""data scientist"".we thank all applicants for their interest ruby; however only those candidates selected for an interview will be contacted. ruby life inc. is an equal opportunity employer and strongly supports diversity in the workplace.please note that ruby is committed to complying with the accessibility for ontarian’s with disabilities act, 2005, and has policies in place to accommodate candidates with disabilities during the selection process. should you require accommodation or have a question regarding any of these policies, please contact us.job type: full-timeeducation:post-doctorate (required)"
